head	relation	tail
Cedorol	inhibits	Solute carrier organic anion transporter family member 1B3
Isokobusone	inhibits	Solute carrier organic anion transporter family member 1B1
Cannabidiol	inhibits	SLC29A1
Ropinirole	inhibits	ADRA1A
Bergapten	inhibits	Cytochrome P450 3A4
Theobromine	inhibits	Solute carrier organic anion transporter family member 1B1
Dacomitinib	inhibits	ERBB4
Propranolol	inhibits	Cytochrome P450 2C19
Probenecid	inhibits	SLC22A5
Lopinavir	inhibits	CYP2B6
Bictegravir	inhibits	SLC47A1
Glasdegib	inhibits	SMO
Ethionamide	inhibits	NFE2L2
quinolinate	inhibits	Solute carrier organic anion transporter family member 1B1
Perindopril	inhibits	ACE
Elbasvir	inhibits	ABCB1
Ombitasvir	inhibits	UGT1A1
Dexamethasone	inhibits	CYP17A1
Duloxetine	inhibits	SLC6A2
Clarithromycin	inhibits	SLC22A7
Acetylsalicylic acid	inhibits	SLC22A8
Saquinavir	inhibits	SLCO1B1
Terazosin	inhibits	KCNH2
MK-1496	inhibits	Serine/threonine-protein kinase PLK1
Trazodone	inhibits	ADRA1A
Tropisetron	inhibits	HTR3A
Lumateperone	inhibits	HTR2A
Phenylbutazone	inhibits	SLC22A6
Promethazine	inhibits	ABCC4
Ruxolitinib	inhibits	JAK3
Nilvadipine	inhibits	CYP2C8
TAK-733	inhibits	Dual specificity mitogen-activated protein kinase kinase 1
Fostamatinib	inhibits	PIM3
Ivermectin	inhibits	SLCO1B1
Imipramine	inhibits	KCND3
Malonoben	inhibits	Cytochrome P450 3A4
CANERTINIB DIHYDROCHLORIDE	inhibits	Receptor tyrosine-protein kinase erbB-2
Nilotinib	inhibits	CYP2C9
Bosutinib	inhibits	HCK
Acetaminophen	inhibits	SLC6A2
Sulfinpyrazone	inhibits	ABCC2
Nicardipine	inhibits	CHRM4
Asenapine	inhibits	DRD1
Clarithromycin	inhibits	SLCO1B1
Tranylcypromine	inhibits	CYP2A6
Mesoridazine	inhibits	HTR2A
Nicardipine	inhibits	CHRM5
Bergaptol	inhibits	Cytochrome P450 3A4
Valproic acid	inhibits	CYP2C9
Clobazam	inhibits	GABRA1
Daprodustat	inhibits	EGLN1
Topiramate	inhibits	GRIK1
Cefoperazone	inhibits	SLC22A6
Tamoxifen	inhibits	ABCB1
Levothyroxine	inhibits	CYP2C8
Nifedipine	inhibits	CACNA1G
Amiloride	inhibits	ASIC2
Ginkgo biloba	inhibits	GLRA1
Selegiline	inhibits	CYP2B6
Isavuconazole	inhibits	UGT1A8
trans-Ferulic acid	inhibits	Solute carrier organic anion transporter family member 1B3
GEDATOLISIB	inhibits	Serine/threonine-protein kinase mTOR
5alpha-Cholestanone	inhibits	Solute carrier organic anion transporter family member 1B3
Zanubrutinib	inhibits	TEC
CEP-1347	inhibits	Mitogen-activated protein kinase kinase kinase 13
Rucaparib	inhibits	SLCO1B1
2-Indolecarboxylic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Regorafenib	inhibits	RAF1
Gibberellins	inhibits	Solute carrier organic anion transporter family member 1B3
Efavirenz	inhibits	SLC22A1
Lisinopril	inhibits	Solute carrier organic anion transporter family member 1B3
Betaxolol	inhibits	ADRB2
Pipotiazine	inhibits	HTR1A
Dextropropoxyphene	inhibits	GRIN1
Sulphadimethoxine	inhibits	Solute carrier organic anion transporter family member 1B3
Quinine	inhibits	Solute carrier organic anion transporter family member 1B1
Glycerol phenylbutyrate	inhibits	CYP2D6
Acetohydroxamic acid	inhibits	ureC
Pizotifen	inhibits	HTR1B
Arachidonic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Terfenadine	inhibits	CYP3A4
Mercaptopurine	inhibits	IMPDH1
DACOMITINIB ANHYDROUS	inhibits	Receptor tyrosine-protein kinase erbB-2
Propranolol	inhibits	CYP1A1
Tramadol	inhibits	TACR1
Lercanidipine	inhibits	CYP3A4
Zonisamide	inhibits	CA2
Roxarsone	inhibits	Solute carrier organic anion transporter family member 1B1
Sulfadiazine	inhibits	Solute carrier organic anion transporter family member 1B3
Clodronic acid	inhibits	SLC25A6
Cannabidiol	inhibits	UGT1A9
Fostamatinib	inhibits	MAP4K5
Acebutolol	inhibits	CYP2D6
Vardenafil	inhibits	CYP2C9
Trimipramine	inhibits	HTR2C
Paltusotine	inhibits	SLC47A2
Abemaciclib	inhibits	SLC22A2
Hyperin	inhibits	Cytochrome P450 2D6
Furosemide	inhibits	SLC22A6
Lamotrigine	inhibits	ADRA1A
Protopine	inhibits	Cytochrome P450 2D6
4-Phenylbutanoic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Simethicone	inhibits	F10
Dipyridamole	inhibits	SLCO1B1
Telaprevir	inhibits	SLCO1B1
Dronedarone	inhibits	CYP3A5
Bepotastine	inhibits	HRH1
Ligusticide	inhibits	Solute carrier organic anion transporter family member 1B3
Yohimbine	inhibits	DRD2
Chlorprothixene	inhibits	CHRM4
BALAMAPIMOD	inhibits	Dual specificity mitogen-activated protein kinase kinase 2
Acamprosate	inhibits	GABBR1
Isavuconazole	inhibits	KCNA5
trans-resveratrol	inhibits	Solute carrier organic anion transporter family member 1B3
Sunitinib	inhibits	FLT1
Coumarin	inhibits	CA9
3-Methylsalicylic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Cyclosporine	inhibits	SLC10A1
Yohimbine	inhibits	HTR2B
Mefloquine	inhibits	ABCB1
Adagrasib	inhibits	KRAS
Butabarbital	inhibits	GRIA4
Dextropropoxyphene	inhibits	UGT2B4
Fostamatinib	inhibits	NEK2
Fenofibrate	inhibits	MMP25
Carbamazepine	inhibits	CYP1A2
Fostamatinib	inhibits	PDGFRB
Tecovirimat	inhibits	OPG057
XL-281	inhibits	Serine/threonine-protein kinase B-raf
Loracarbef	inhibits	SLC15A1
Prilocaine	inhibits	SCN5A
Warfarin	inhibits	CYP2C19
Selumetinib	inhibits	MAP2K2
GUSACITINIB	inhibits	Tyrosine-protein kinase SYK
Isavuconazole	inhibits	ERG11
Capmatinib	inhibits	CYP1A2
Doxepin	inhibits	CHRM1
Ketoconazole	inhibits	ABCB11
Velpatasvir	inhibits	ABCG2
Perphenazine	inhibits	CYP2D6
PRALSETINIB	inhibits	Proto-oncogene tyrosine-protein kinase receptor Ret
Regorafenib	inhibits	FGFR1
Nortriptyline	inhibits	HRH1
Danazol	inhibits	CYP3A4
Rivastigmine	inhibits	ACHE
Remibrutinib	inhibits	CYP2C19
4,8,5'-Trimethylpsoralen	inhibits	Cytochrome P450 3A4
Tamoxifen	inhibits	ESR2
Etoposide	inhibits	CYP3A4
Rifampin	inhibits	SLC22A8
Dabrafenib	inhibits	CYP1A2
Asenapine	inhibits	HTR7
Fosaprepitant	inhibits	CYP3A4
Hesperetin	inhibits	Cytochrome P450 1B1
Amlodipine	inhibits	CACNB1
Nerandomilast	inhibits	PDE4B
1-Methylxanthine	inhibits	Solute carrier organic anion transporter family member 1B3
Azithromycin	inhibits	CYP3A4
6-Hydroxyluteolin 6,7,3',4'-tetramethyl ether	inhibits	Cytochrome P450 2C19
Piroxicam	inhibits	SLC22A6
Glyburide	inhibits	ABCA1
Betulin	inhibits	Solute carrier organic anion transporter family member 1B1
Chrysin	inhibits	Cytochrome P450 1A2
DABRAFENIB MESYLATE	inhibits	Serine/threonine-protein kinase B-raf
Torasemide	inhibits	SLC12A1
Reserpine	inhibits	SLCO2B1
Gepotidacin	inhibits	gyrA
Sparsentan	inhibits	AGTR1
Diclofenac	inhibits	SLCO1B1
Erythromycin	inhibits	CYP3A4
Lopinavir	inhibits	CYP3A4
Amitriptyline	inhibits	GSTA1
Atogepant	inhibits	SLCO1B1
Elinzanetant	inhibits	TACR3
Camostat	inhibits	CCK
Ethambutol	inhibits	embB
Sulindac	inhibits	SLC22A6
Cenobamate	inhibits	CYP3A5
Quinethazone	inhibits	SLC12A1
Azelaic acid	inhibits	Solute carrier organic anion transporter family member 1B1
GW-813893	inhibits	F10
Enzalutamide	inhibits	CYP2B6
Vincristine	inhibits	SLCO1B3
Benzonatate	inhibits	SCN5A
Lenvatinib	inhibits	ABCB11
Lepirudin	inhibits	F2
Azelastine	inhibits	CYP2C19
Lamotrigine	inhibits	GABRA1
Abemaciclib	inhibits	CYP2B6
Lisinopril	inhibits	Solute carrier organic anion transporter family member 1B1
Rucaparib	inhibits	SLCO1B3
Trovafloxacin	inhibits	CYP1A2
Ranitidine	inhibits	HRH2
Cefdinir	inhibits	MPO
Armodafinil	inhibits	CYP2C9
Paltusotine	inhibits	CYP2C19
Nifedipine	inhibits	CACNA1S
Ziftomenib	inhibits	UGT1A9
Encorafenib	inhibits	SLCO1B1
Encorafenib	inhibits	STK36
Fostamatinib	inhibits	CDK16
Repotrectinib	inhibits	SLC47A2
Rosiglitazone	inhibits	CYP2C9
Methylphenidate	inhibits	SLC6A2
Hydroflumethiazide	inhibits	SLC22A6
Benazepril	inhibits	ACE
Cisapride	inhibits	CYP2D6
Acetylsalicylic acid	inhibits	SLC22A6
Quetiapine	inhibits	DRD2
Apiole	inhibits	Solute carrier organic anion transporter family member 1B3
PEXMETINIB	inhibits	Mitogen-activated protein kinase 14
Ritonavir	inhibits	pol
shikimate	inhibits	Solute carrier organic anion transporter family member 1B1
Diethylpropion	inhibits	SLC6A2
Brexpiprazole	inhibits	HTR2A
Cloxacillin	inhibits	SLC15A1
Mavorixafor	inhibits	CXCR4
Amprenavir	inhibits	SLCO1B1
Resmetirom	inhibits	ABCG2
RG-1530	inhibits	Receptor-type tyrosine-protein kinase FLT3
Norfloxacin	inhibits	TOP2A
(2S)-pinocembrin	inhibits	Solute carrier organic anion transporter family member 1B1
FORETINIB	inhibits	Receptor-type tyrosine-protein kinase FLT3
Phloretin	inhibits	Solute carrier organic anion transporter family member 1B3
Lenvatinib	inhibits	CYP2B6
Hydrocotarnine	inhibits	Cytochrome P450 2D6
Remibrutinib	inhibits	ABCB1
Abacavir	inhibits	pol
Interferon alfa-2b	inhibits	CYP1A2
Acoramidis	inhibits	CYP2C9
Lymecycline	inhibits	rpsD
Ceftibuten	inhibits	mrcB
Epirubicin	inhibits	PLA2G4A
Delafloxacin	inhibits	gyrA
Gossypol	inhibits	Cytochrome P450 2C19
Fluoxymesterone	inhibits	NR3C1
Drospirenone	inhibits	AR
Etoposide	inhibits	TOP2A
Tolterodine	inhibits	CHRM3
FENEBRUTINIB	inhibits	Tyrosine-protein kinase BTK
Mazindol	inhibits	SLC6A3
Benzocaine	inhibits	Solute carrier organic anion transporter family member 1B1
Curcumin	inhibits	Cytochrome P450 2C9
Venlafaxine	inhibits	SLC6A2
Hesperidin	inhibits	Solute carrier organic anion transporter family member 1B3
Progesterone	inhibits	CYP3A7
Quercetin	inhibits	Cytochrome P450 2C9
Fluphenazine	inhibits	CALM1
Prazosin	inhibits	KCNH2
WHI-P131	inhibits	Tyrosine-protein kinase JAK3
Pexidartinib	inhibits	SLCO2B1
Lomefloxacin	inhibits	TOP2B
AZM-475271	inhibits	Proto-oncogene tyrosine-protein kinase Src
Baricitinib	inhibits	TYK2
EVOBRUTINIB	inhibits	Tyrosine-protein kinase BTK
Melatonin	inhibits	Solute carrier organic anion transporter family member 1B1
Dapagliflozin	inhibits	SLC5A2
Topiramate	inhibits	CA4
Bicalutamide	inhibits	CYP2C19
Pyridostigmine	inhibits	BCHE
Fostamatinib	inhibits	CAMK2B
Safrole	inhibits	Cytochrome P450 1A2
Pacritinib	inhibits	CYP1A2
Imipramine	inhibits	SLC6A3
Orphenadrine	inhibits	GRIN3B
Boldione	inhibits	Solute carrier organic anion transporter family member 1B3
Vortioxetine	inhibits	SLC6A4
Trihexyphenidyl	inhibits	CHRM1
Palovarotene	inhibits	SLC22A1
Fostamatinib	inhibits	MAP3K10
Theasinensin D	inhibits	Solute carrier organic anion transporter family member 1B3
Fostamatinib	inhibits	DAPK1
Niacin	inhibits	CYP3A4
Deoxyadenosine	inhibits	Solute carrier organic anion transporter family member 1B3
Encorafenib	inhibits	CCND1
Verapamil	inhibits	CACNA1H
Orlistat	inhibits	PNLIP
Etravirine	inhibits	ABCB4
Aripiprazole	inhibits	HTR6
Revumenib	inhibits	CYP3A4
Asunaprevir	inhibits	gag-pol
Sulfaquinoxaline	inhibits	Cytochrome P450 2C9
Genistein	inhibits	Cytochrome P450 2C9
Levoketoconazole	inhibits	SLC22A2
Nilvadipine	inhibits	CYP3A4
Ivermectin	inhibits	SLCO1B3
Bedaquiline	inhibits	atpE
Hydroxychloroquine	inhibits	SLCO1A2
S-sulfo-L-cysteine	inhibits	Cytochrome P450 2C19
Tianeptine	inhibits	SLC6A4
FILGOTINIB	inhibits	Tyrosine-protein kinase JAK3
Zanubrutinib	inhibits	ERBB2
N-Acetyl-L-phenylalanine	inhibits	Solute carrier organic anion transporter family member 1B1
Indinavir	inhibits	SLC22A1
Nafamostat	inhibits	F2
ACUMAPIMOD	inhibits	Mitogen-activated protein kinase 14
Amoxapine	inhibits	HRH1
Estradiol valerate	inhibits	SLCO1A2
FAMITINIB	inhibits	Receptor-type tyrosine-protein kinase FLT3
Imlunestrant	inhibits	CYP2B6
Lofexidine	inhibits	ABCB5
Doxazosin	inhibits	ADRA1A
L-Acetylleucine	inhibits	SLC22A6
Fostamatinib	inhibits	DYRK1B
Idelalisib	inhibits	UGT1A4
Ribitol	inhibits	Solute carrier organic anion transporter family member 1B3
Lopinavir	inhibits	SLCO1B3
Cefaclor	inhibits	pbpA
Fostamatinib	inhibits	TGFBR1
Ertugliflozin	inhibits	UGT1A4
Dronabinol	inhibits	CYP2D6
Oxybutynin	inhibits	CHRM3
Fusidic acid	inhibits	cat3
Ketoprofen	inhibits	PTGS1
Fenugrin E	inhibits	Solute carrier organic anion transporter family member 1B3
Pazopanib	inhibits	FGF1
Valbenazine	inhibits	SLC18A2
Tamoxifen	inhibits	CYP2C8
Levoketoconazole	inhibits	CYP51A1
Diosmetin	inhibits	Cytochrome P450 1A1
Cyproheptadine	inhibits	HTR2A
Na-Formyl-1-methyl-b-carboline	inhibits	Solute carrier organic anion transporter family member 1B3
Lopinavir	inhibits	CYP1A2
Fostamatinib	inhibits	RIPK4
Brincidofovir	inhibits	POLE2
Imidazole	inhibits	Cytochrome P450 3A4
Letermovir	inhibits	ABCB11
Berotralstat	inhibits	ABCB1
Guaifenesin	inhibits	GRIN1
PF-03715455	inhibits	Mitogen-activated protein kinase 14
Paritaprevir	inhibits	SLCO1B1
Pizotifen	inhibits	CHRM3
Menadione	inhibits	Cytochrome P450 2D6
Tolbutamide	inhibits	SLCO1A2
Ketoprofen	inhibits	ABCC4
Solifenacin	inhibits	CHRM5
Epirubicin	inhibits	TOP2A
Clofarabine	inhibits	RRM2B
Buspirone	inhibits	ABCB1
Fludarabine	inhibits	ADA
Olutasidenib	inhibits	SLCO1B3
Nintedanib	inhibits	FLT4
Daphnetin	inhibits	Cytochrome P450 2D6
Methotrexate	inhibits	SLC22A8
Scopoletin	inhibits	Solute carrier organic anion transporter family member 1B1
Pyrimethamine	inhibits	CYP2C8
Elacestrant	inhibits	ABCG2
4',5,7-Trimethylapigenin	inhibits	ATP-dependent translocase ABCB1
Diclofenac	inhibits	ASIC1
Venlafaxine	inhibits	ABCB1
Fostamatinib	inhibits	EPHA3
Spironolactone	inhibits	AR
Fostamatinib	inhibits	PRKCI
Sulfasalazine	inhibits	SLC10A1
Nabilone	inhibits	CYP2C8
Fostamatinib	inhibits	FAAH
Nifedipine	inhibits	CYP2E1
Charantin	inhibits	Solute carrier organic anion transporter family member 1B1
Tigogenin	inhibits	Solute carrier organic anion transporter family member 1B1
Quinidine	inhibits	KCNK1
Promethazine	inhibits	ABCC3
Lamotrigine	inhibits	DRD2
Aminosalicylic acid	inhibits	PTGS2
Nonate	inhibits	Solute carrier organic anion transporter family member 1B3
Primidone	inhibits	GRIA2
Nefazodone	inhibits	SLCO1B3
Ganciclovir	inhibits	SLC22A6
Trimipramine	inhibits	ADRA1B
Leniolisib	inhibits	SLCO1B1
BELZUTIFAN	inhibits	Endothelial PAS domain-containing protein 1
Oxybutynin	inhibits	CHRM2
Cefprozil	inhibits	pbpX
PANULISIB	inhibits	Serine/threonine-protein kinase mTOR
Gemfibrozil	inhibits	SLC22A8
Nortriptyline	inhibits	HTR2C
Cefadroxil	inhibits	SLC22A6
Graveoline	inhibits	Cytochrome P450 2C19
Ferulic acid	inhibits	CA12
Niraparib	inhibits	PARP1
Raloxifene	inhibits	CYP19A1
1,4-Dimethylnapthalene	inhibits	Cytochrome P450 1A2
N-Acetylleucine	inhibits	Solute carrier organic anion transporter family member 1B3
Infigratinib	inhibits	FGFR3
Fusidic acid	inhibits	CYP2D6
1,3-Benzenediol	inhibits	Solute carrier organic anion transporter family member 1B3
Nefazodone	inhibits	CYP2B
Graveoline	inhibits	Cytochrome P450 3A4
D-Glycero-D-manno-heptitol	inhibits	Solute carrier organic anion transporter family member 1B3
Flumazenil	inhibits	GABRG2
Moxifloxacin	inhibits	parC
Fostamatinib	inhibits	PLK1
Grepafloxacin	inhibits	gyrA
Trospium	inhibits	CHRM1
Escitalopram	inhibits	HTR2A
Fostamatinib	inhibits	PIK3C2G
Midostaurin	inhibits	CYP2C9
Hydroxyzine	inhibits	CYP2D6
Loperamide	inhibits	ATP-dependent translocase ABCB1
Chalconaringenin	inhibits	Cytochrome P450 3A4
Ciprofloxacin	inhibits	CYP1A2
Fostamatinib	inhibits	PIP4K2B
Dronabinol	inhibits	CYP1A2
Cefixime	inhibits	SLC15A2
Vortioxetine	inhibits	HTR7
Lesinurad	inhibits	SLC22A12
Stiripentol	inhibits	CYP2C19
Tioguanine	inhibits	ABCC4
Fingolimod	inhibits	ABCB1
Olaparib	inhibits	ABCG2
Apigenin	inhibits	Cytochrome P450 2C9
Nalidixic acid	inhibits	CYP1A2
Betamipron	inhibits	Solute carrier organic anion transporter family member 1B1
Rilpivirine	inhibits	CYP2E1
Patulin	inhibits	Solute carrier organic anion transporter family member 1B1
Fostamatinib	inhibits	MARK2
Tetracycline	inhibits	rpsC
trans-resveratrol	inhibits	Cytochrome P450 2C19
Amiloride	inhibits	SLC22A2
Lovastatin	inhibits	SLCO1A2
Enkephalin L	inhibits	Solute carrier organic anion transporter family member 1B1
Lactulose	inhibits	Solute carrier organic anion transporter family member 1B3
Regorafenib	inhibits	FLT1
Desipramine	inhibits	ADRB2
Vimseltinib	inhibits	SLCO1B3
Mobocertinib	inhibits	ABCB1
Guaifenesin	inhibits	Solute carrier organic anion transporter family member 1B1
beta-Sitosterol	inhibits	Solute carrier organic anion transporter family member 1B1
Kynurenic acid	inhibits	Solute carrier organic anion transporter family member 1B3
OSILODROSTAT PHOSPHATE	inhibits	Cytochrome P450 11B1, mitochondrial
Perampanel	inhibits	GRIA1
Kaempferol	inhibits	Cytochrome P450 1B1
Haloperidol	inhibits	HRH1
Clotrimazole	inhibits	ATP-dependent translocase ABCB1
Asenapine	inhibits	DRD3
Raloxifene	inhibits	CYP2C8
Elacestrant	inhibits	ESR1
4'-Methoxychalcone	inhibits	Solute carrier organic anion transporter family member 1B1
Panobinostat	inhibits	HDAC1
Belumosudil	inhibits	ABCG2
Sulfadimidine	inhibits	Solute carrier organic anion transporter family member 1B1
Lenvatinib	inhibits	PDGFRA
Sirolimus	inhibits	ABCB1
Pibrentasvir	inhibits	NS5A
Olutasidenib	inhibits	SLC22A8
Tranylcypromine	inhibits	MAOA
Enzalutamide	inhibits	AR
Tenofovir alafenamide	inhibits	rt
Abiraterone	inhibits	CYP17A1
Plumbagin	inhibits	Cytochrome P450 2D6
ARQ-736	inhibits	Serine/threonine-protein kinase B-raf
Nicotine	inhibits	SLC22A4
Suvorexant	inhibits	HCRTR2
Rifamycin	inhibits	rpoB
Levofloxacin	inhibits	gyrA
Theasinensin D	inhibits	Solute carrier organic anion transporter family member 1B1
Tetrabenazine	inhibits	SLC18A2
Sulfinpyrazone	inhibits	CYP2C9
Loratadine	inhibits	Cytochrome P450 3A4
Nitrazepam	inhibits	CYP2E1
Ziprasidone	inhibits	CHRM3
Sitagliptin	inhibits	DPP4
Ursodeoxycholic acid	inhibits	SLC10A1
Ritonavir	inhibits	CYP2C8
Estradiol cypionate	inhibits	SLC22A11
Celastrol	inhibits	Solute carrier organic anion transporter family member 1B3
Saquinavir	inhibits	ABCB1
Peucedanin	inhibits	Solute carrier organic anion transporter family member 1B1
Binimetinib	inhibits	MAP2K2
Gelatin	inhibits	Cytochrome P450 3A4
Hyoscyamine	inhibits	ADCY1
Fostamatinib	inhibits	CAMK2A
Enasidenib	inhibits	IDH3A
Velpatasvir	inhibits	SLCO1B1
Imipramine	inhibits	ADRA1A
Fostamatinib	inhibits	FER
Nevirapine	inhibits	CYP1A2
Gemfibrozil	inhibits	SLCO1B3
Sparsentan	inhibits	ABCG2
Meperidine	inhibits	GRIN2B
CERALASERTIB	inhibits	Serine/threonine-protein kinase ATR
Indomethacin	inhibits	ABCC6
Cabergoline	inhibits	ADRA2B
Acoramidis	inhibits	SLC22A8
Ertugliflozin	inhibits	SLC5A2
Rifamycin	inhibits	CYP2C8
Clonidine	inhibits	SLC22A3
Cannabidiol	inhibits	CYP2E1
Ganciclovir	inhibits	SLC22A7
Flecainide	inhibits	SCN5A
Baloxavir marboxil	inhibits	ABCB1
Nalmefene	inhibits	OPRD1
2,3-Dihydroxybenzoic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Imperatorin	inhibits	Solute carrier organic anion transporter family member 1B1
Lindane	inhibits	GABRR1
Umbralisib	inhibits	PIK3CD
Lovastatin	inhibits	SLCO1B1
Clavulanic acid	inhibits	blaZ
Fostamatinib	inhibits	EPHB2
Ziprasidone	inhibits	HTR6
Netupitant	inhibits	CYP3A4
Aprocitentan	inhibits	EDNRA
Lignans	inhibits	Cytochrome P450 3A4
Asenapine	inhibits	DRD2
Fostamatinib	inhibits	FLT4
MARIMASTAT	inhibits	Matrix metalloproteinase-9
KW-2449	inhibits	Tyrosine-protein kinase ABL1
Probenecid	inhibits	SLC10A1
Bepridil	inhibits	CACNA2D2
(±)-Isomenthone	inhibits	Solute carrier organic anion transporter family member 1B3
Cariprazine	inhibits	HRH1
Doxorubicin	inhibits	ABCC3
Flurazepam	inhibits	CYP2E1
Felodipine	inhibits	CYP2D6
Rhamnoisoliquiritin	inhibits	Cytochrome P450 2C19
Myricetin 3-digalactoside	inhibits	Cytochrome P450 1B1
Trimebutine	inhibits	CHRM4
(+)-Isomenthone	inhibits	Solute carrier organic anion transporter family member 1B3
Doxepin	inhibits	HRH1
Ethylenediaminetetraacetic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Triclabendazole	inhibits	CYP2A6
Ubrogepant	inhibits	SLCO1B1
Isavuconazole	inhibits	SCN5A
Desipramine	inhibits	SLC22A5
Oxatomide	inhibits	HRH1
Brigatinib	inhibits	SLC47A1
Zonisamide	inhibits	SCN2A
Omega-3-acid ethyl esters	inhibits	SOAT1
Temsirolimus	inhibits	MTOR
Zinc sulfate, unspecified form	inhibits	APOE
Betaine	inhibits	BCHE
LS-104	inhibits	Tyrosine-protein kinase JAK2
Alfuzosin	inhibits	ADRA1B
Fostamatinib	inhibits	CAMK1G
Dofetilide	inhibits	KCNH2
Cabozantinib	inhibits	KDR
Succinylacetone	inhibits	Solute carrier organic anion transporter family member 1B1
Serotonin	inhibits	Cytochrome P450 2D6
2,4,5-Trimethoxybenzaldehyde	inhibits	Solute carrier organic anion transporter family member 1B3
Astemizole	inhibits	HRH1
Buprenorphine	inhibits	ABCG2
Selpercatinib	inhibits	FLT4
Biperiden	inhibits	CHRM1
Tivozanib	inhibits	FLT4
Nafcillin	inhibits	SLC22A6
Safinamide	inhibits	CYP3A5
Asenapine	inhibits	HTR6
Sorafenib	inhibits	CYP3A4
Sorafenib	inhibits	FGFR1
Minocycline	inhibits	SLC22A6
Atorvastatin	inhibits	CYP2D6
Kynurenine	inhibits	Solute carrier organic anion transporter family member 1B1
Fostamatinib	inhibits	DAPK2
Apiole	inhibits	Cytochrome P450 3A4
Isoniazid	inhibits	CYP2E1
Nilotinib	inhibits	UGT1A1
Dasatinib	inhibits	NR4A3
Pyrimethamine	inhibits	DHFR
Fenofibrate	inhibits	CYP2C9
Remibrutinib	inhibits	CYP2B6
Bergapten	inhibits	Cytochrome P450 1A1
Tolnaftate	inhibits	Cytochrome P450 2C9
Antithrombin Alfa	inhibits	F2
Pacritinib	inhibits	FLT3
Phenylhydrazine	inhibits	Cytochrome P450 1A2
AT-9283	inhibits	Tyrosine-protein kinase JAK3
Naproxen	inhibits	SLC22A6
Rose oxide (cis)	inhibits	Solute carrier organic anion transporter family member 1B3
Fostamatinib	inhibits	IRAK3
Tazemetostat	inhibits	SLC47A2
Carvedilol	inhibits	VEGFA
Acarbose	inhibits	AMY2A
Asenapine	inhibits	HTR2B
TARIQUIDAR	inhibits	ATP-dependent translocase ABCB1
Dexfenfluramine	inhibits	CYP2E1
Verapamil	inhibits	SLC47A2
LOSMAPIMOD	inhibits	Mitogen-activated protein kinase 11
Atenolol	inhibits	Solute carrier organic anion transporter family member 1B3
Acetylsalicylic acid	inhibits	HMGCR
Aprepitant	inhibits	CYP2C19
Cannabidiol	inhibits	VDAC1
Zonisamide	inhibits	MAOA
Cholic Acid	inhibits	SLC22A7
Anastrozole	inhibits	CYP19A1
Fluvoxamine	inhibits	KCNH2
Ibuprofen	inhibits	ABCC1
Paclitaxel	inhibits	CYP19A1
Zonisamide	inhibits	SCN9A
N-Methylnicotinamide	inhibits	Solute carrier organic anion transporter family member 1B1
Diltiazem	inhibits	CYP3A5
Methadone	inhibits	CHRNB2
Metronidazole	inhibits	ABCB1
MOTESANIB	inhibits	Proto-oncogene tyrosine-protein kinase receptor Ret
FEDRATINIB HYDROCHLORIDE	inhibits	Tyrosine-protein kinase JAK2
Nicotinic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Methazolamide	inhibits	CA7
Etravirine	inhibits	ABCB1
FIBOFLAPON SODIUM	inhibits	Arachidonate 5-lipoxygenase-activating protein
